Nbhood,District,Care In Hospital,Latitude,Longitude
Cumhuriyet,Kucukcekmece,392,41.0212376,28.7780987
Fatih,Kucukcekmece,140,41.0212376,28.7780987
Fevzi cakmak,Kucukcekmece,232,41.0212376,28.7780987
Gultepe,Kucukcekmece,182,41.0212376,28.7780987
Halkali merkez,Kucukcekmece,255,41.0212376,28.7780987
Inonu,Kucukcekmece,385,41.0212376,28.7780987
Istasyon,Kucukcekmece,129,41.0212376,28.7780987
Kanarya,Kucukcekmece,384,41.0212376,28.7780987
Kartaltepe,Kucukcekmece,137,41.0212376,28.7780987
Kemalpasa,Kucukcekmece,114,41.0212376,28.7780987
Mehmet akif,Kucukcekmece,95,41.0212376,28.7780987
Sogutlu cesme,Kucukcekmece,236,41.0212376,28.7780987
Sultan murat,Kucukcekmece,125,41.0212376,28.7780987
Tevfikbey,Kucukcekmece,272,41.0212376,28.7780987
Yarimburgaz,Kucukcekmece,20,41.0212376,28.7780987
Yeni mahalle,Kucukcekmece,190,41.0212376,28.7780987
Yesilova,Kucukcekmece,250,41.0212376,28.7780987
Altaycesme,Maltepe,27,40.9497961,29.1739439
Altintepe,Maltepe,47,40.9497961,29.1739439
Aydinevler,Maltepe,12,40.9497961,29.1739439
Baglarbasi,Maltepe,95,40.9497961,29.1739439
Basibuyuk,Maltepe,37,40.9497961,29.1739439
Buyukbakkalkoy,Maltepe,1,40.9497961,29.1739439
Cevizli,Maltepe,85,40.9497961,29.1739439
Cinar,Maltepe,19,40.9497961,29.1739439
Esenkent,Maltepe,55,40.9497961,29.1739439
Feyzullah,Maltepe,53,40.9497961,29.1739439
Findikli,Maltepe,22,40.9497961,29.1739439
Girne,Maltepe,10,40.9497961,29.1739439
Gulensu,Maltepe,44,40.9497961,29.1739439
Gulsuyu,Maltepe,37,40.9497961,29.1739439
Idealtepe,Maltepe,22,40.9497961,29.1739439
Kucukyali merkez,Maltepe,27,40.9497961,29.1739439
Yali,Maltepe,55,40.9497961,29.1739439
Zumrutevler,Maltepe,58,40.9497961,29.1739439
Ahmet yesevi,Pendik,24,40.879326,29.258135
Bahcelievler,Pendik,19,40.879326,29.258135
Ballica,Pendik,0,40.879326,29.258135
Bati,Pendik,25,40.879326,29.258135
Camcesme,Pendik,26,40.879326,29.258135
Camlik,Pendik,5,40.879326,29.258135
Cinardere,Pendik,27,40.879326,29.258135
Dogu,Pendik,30,40.879326,29.258135
Dumlupinar,Pendik,38,40.879326,29.258135
Emirli,Pendik,0,40.879326,29.258135
Ertugrul gazi,Pendik,40,40.879326,29.258135
Esenler,Pendik,12,40.879326,29.258135
Esenyali,Pendik,19,40.879326,29.258135
Fatih,Pendik,19,40.879326,29.258135
Fevzi cakmak,Pendik,26,40.879326,29.258135
Gocbeyli,Pendik,0,40.879326,29.258135
Gullu baglar,Pendik,11,40.879326,29.258135
Guzelyali,Pendik,31,40.879326,29.258135
Harmandere,Pendik,13,40.879326,29.258135
Kavakpinar,Pendik,65,40.879326,29.258135
Kaynarca,Pendik,46,40.879326,29.258135
Kurna,Pendik,0,40.879326,29.258135
Kurtdogmus,Pendik,0,40.879326,29.258135
Kurtkoy,Pendik,8,40.879326,29.258135
Orhangazi,Pendik,26,40.879326,29.258135
Orta,Pendik,16,40.879326,29.258135
Ramazanoglu,Pendik,10,40.879326,29.258135
Sanayi,Pendik,9,40.879326,29.258135
Sapan baglari,Pendik,22,40.879326,29.258135
Suluntepe,Pendik,19,40.879326,29.258135
Seyhli,Pendik,17,40.879326,29.258135
Velibaba,Pendik,26,40.879326,29.258135
Yayalar,Pendik,10,40.879326,29.258135
Yeni,Pendik,38,40.879326,29.258135
Yenisehir,Pendik,17,40.879326,29.258135
Yesilbaglar,Pendik,13,40.879326,29.258135
Abdurrahmangazi,Sancaktepe,13,41.0287028,29.2901829
Akpinar,Sancaktepe,36,41.0287028,29.2901829
Ataturk,Sancaktepe,2,41.0287028,29.2901829
Emek,Sancaktepe,14,41.0287028,29.2901829
Eyup sultan,Sancaktepe,9,41.0287028,29.2901829
Fatih,Sancaktepe,21,41.0287028,29.2901829
Hilal,Sancaktepe,2,41.0287028,29.2901829
Inonu,Sancaktepe,2,41.0287028,29.2901829
Kemal turkler,Sancaktepe,3,41.0287028,29.2901829
Meclis,Sancaktepe,4,41.0287028,29.2901829
Merve,Sancaktepe,3,41.0287028,29.2901829
Mevlana,Sancaktepe,6,41.0287028,29.2901829
Osmangazi,Sancaktepe,46,41.0287028,29.2901829
Pasakoy,Sancaktepe,0,41.0287028,29.2901829
Safa,Sancaktepe,7,41.0287028,29.2901829
Sarigazi,Sancaktepe,12,41.0287028,29.2901829
Veysel karani,Sancaktepe,26,41.0287028,29.2901829
Yenidogan,Sancaktepe,1,41.0287028,29.2901829
Yunus emre,Sancaktepe,9,41.0287028,29.2901829
Ayazaga,Sariyer,13,41.1814742,29.0385466
Bahcekoy kemer,Sariyer,0,41.1814742,29.0385466
Bahcekoy merkez,Sariyer,0,41.1814742,29.0385466
Bahcekoy yeni,Sariyer,0,41.1814742,29.0385466
Baltalimani,Sariyer,3,41.1814742,29.0385466
Buyukdere,Sariyer,7,41.1814742,29.0385466
Cumhuriyet,Sariyer,3,41.1814742,29.0385466
Camlitepe,Sariyer,1,41.1814742,29.0385466
Cayirbasi,Sariyer,15,41.1814742,29.0385466
Darussafaka,Sariyer,1,41.1814742,29.0385466
Demircikoy,Sariyer,0,41.1814742,29.0385466
Emirgan,Sariyer,0,41.1814742,29.0385466
Fatih sultan mehmet,Sariyer,4,41.1814742,29.0385466
Ferahevler,Sariyer,1,41.1814742,29.0385466
Garipce,Sariyer,0,41.1814742,29.0385466
Gumusdere,Sariyer,0,41.1814742,29.0385466
Huzur,Sariyer,1,41.1814742,29.0385466
Istinye,Sariyer,23,41.1814742,29.0385466
Kazim karabekir pasa,Sariyer,2,41.1814742,29.0385466
Kisirkaya,Sariyer,0,41.1814742,29.0385466
Kirecburnu,Sariyer,0,41.1814742,29.0385466
Kocatas,Sariyer,1,41.1814742,29.0385466
Kumkoy (kilyos),Sariyer,0,41.1814742,29.0385466
Maden,Sariyer,6,41.1814742,29.0385466
Maslak,Sariyer,6,41.1814742,29.0385466
Pinar,Sariyer,4,41.1814742,29.0385466
Poligon,Sariyer,0,41.1814742,29.0385466
Ptt evleri,Sariyer,7,41.1814742,29.0385466
Resitpasa,Sariyer,6,41.1814742,29.0385466
Rumeli hisari,Sariyer,3,41.1814742,29.0385466
Rumeli kavagi,Sariyer,2,41.1814742,29.0385466
Rumelifeneri,Sariyer,0,41.1814742,29.0385466
Sariyer merkez,Sariyer,25,41.1814742,29.0385466
Tarabya,Sariyer,0,41.1814742,29.0385466
Uskumrukoy,Sariyer,0,41.1814742,29.0385466
Yeni,Sariyer,5,41.1814742,29.0385466
Yenikoy,Sariyer,2,41.1814742,29.0385466
Zekeriyakoy,Sariyer,0,41.1814742,29.0385466
Akoren,Silivri,0,41.073678,28.247868
Alibey,Silivri,24,41.073678,28.247868
Alipasa,Silivri,1,41.073678,28.247868
Balaban,Silivri,4,41.073678,28.247868
Bekirli,Silivri,0,41.073678,28.247868
Beyciler,Silivri,1,41.073678,28.247868
Buyuk cavuslu,Silivri,3,41.073678,28.247868
Buyuk kilicli,Silivri,0,41.073678,28.247868
Buyuk sinekli,Silivri,0,41.073678,28.247868
Cumhuriyet,Silivri,22,41.073678,28.247868
Cayirdere,Silivri,2,41.073678,28.247868
Celtik,Silivri,0,41.073678,28.247868
Danamandira,Silivri,0,41.073678,28.247868
Fatih,Silivri,17,41.073678,28.247868
Fener,Silivri,2,41.073678,28.247868
Fevzipasa,Silivri,5,41.073678,28.247868
Gazitepe,Silivri,1,41.073678,28.247868
Gumusyaka,Silivri,14,41.073678,28.247868
Hurriyet,Silivri,0,41.073678,28.247868
Ismetpasa,Silivri,4,41.073678,28.247868
Kadikoy,Silivri,4,41.073678,28.247868
Kavakli,Silivri,0,41.073678,28.247868
Kurfalli,Silivri,0,41.073678,28.247868
Kucuk kilicli,Silivri,0,41.073678,28.247868
Kucuk sinekli,Silivri,0,41.073678,28.247868
Mimar sinan,Silivri,33,41.073678,28.247868
Ortakoy,Silivri,4,41.073678,28.247868
Piri mehmet pasa,Silivri,19,41.073678,28.247868
Sancaktepe,Silivri,7,41.073678,28.247868
Sayalar,Silivri,1,41.073678,28.247868
Selimpasa,Silivri,23,41.073678,28.247868
Semizkumlar,Silivri,9,41.073678,28.247868
Seymen,Silivri,0,41.073678,28.247868
Yeni,Silivri,46,41.073678,28.247868
Yolcati,Silivri,0,41.073678,28.247868
Abdurrahmangazi,Sultanbeyli,36,40.968423,29.262008
Adil,Sultanbeyli,5,40.968423,29.262008
Ahmet yesevi,Sultanbeyli,23,40.968423,29.262008
Aksemsettin,Sultanbeyli,11,40.968423,29.262008
Battalgazi,Sultanbeyli,23,40.968423,29.262008
Fatih,Sultanbeyli,20,40.968423,29.262008
Hamidiye,Sultanbeyli,36,40.968423,29.262008
Hasanpasa,Sultanbeyli,17,40.968423,29.262008
Mecidiye,Sultanbeyli,17,40.968423,29.262008
Mehmet akif,Sultanbeyli,34,40.968423,29.262008
Mimar sinan,Sultanbeyli,5,40.968423,29.262008
Necip fazil,Sultanbeyli,21,40.968423,29.262008
Orhangazi,Sultanbeyli,22,40.968423,29.262008
Turgut reis,Sultanbeyli,10,40.968423,29.262008
Yavuz selim,Sultanbeyli,20,40.968423,29.262008
50. yil,Sultangazi,45,41.1255794,28.8713314
75. yil,Sultangazi,8,41.1255794,28.8713314
Cebeci,Sultangazi,21,41.1255794,28.8713314
Cumhuriyet,Sultangazi,4,41.1255794,28.8713314
Esentepe,Sultangazi,17,41.1255794,28.8713314
Eski habipler,Sultangazi,0,41.1255794,28.8713314
Gazi,Sultangazi,20,41.1255794,28.8713314
Habibler,Sultangazi,0,41.1255794,28.8713314
Ismetpasa,Sultangazi,17,41.1255794,28.8713314
Malkocoglu,Sultangazi,2,41.1255794,28.8713314
Sultanciftligi,Sultangazi,14,41.1255794,28.8713314
Ugur mumcu,Sultangazi,33,41.1255794,28.8713314
Yayla,Sultangazi,1,41.1255794,28.8713314
Yunus emre,Sultangazi,14,41.1255794,28.8713314
Zubeyde hanim,Sultangazi,21,41.1255794,28.8713314
Agacdere,Sile,0,41.174903,29.609588
Agva merkez,Sile,0,41.174903,29.609588
Ahmetli,Sile,0,41.174903,29.609588
Akcakese,Sile,0,41.174903,29.609588
Alacali,Sile,0,41.174903,29.609588
Avcikoru,Sile,0,41.174903,29.609588
Balibey,Sile,0,41.174903,29.609588
Bickidere,Sile,0,41.174903,29.609588
Bozgoca,Sile,0,41.174903,29.609588
Bucakli,Sile,0,41.174903,29.609588
Catakli,Sile,0,41.174903,29.609588
Cavus,Sile,0,41.174903,29.609588
Cayirbasi,Sile,0,41.174903,29.609588
Celebi,Sile,0,41.174903,29.609588
Cengilli,Sile,0,41.174903,29.609588
Darlik,Sile,0,41.174903,29.609588
Degirmencayiri,Sile,0,41.174903,29.609588
Dogancili,Sile,0,41.174903,29.609588
Erenler,Sile,0,41.174903,29.609588
Esenceli,Sile,0,41.174903,29.609588
Geredeli,Sile,0,41.174903,29.609588
Goce,Sile,0,41.174903,29.609588
Gokmasli,Sile,0,41.174903,29.609588
Goksu,Sile,0,41.174903,29.609588
Haci kasim,Sile,0,41.174903,29.609588
Hacilli,Sile,0,41.174903,29.609588
Hasanli,Sile,0,41.174903,29.609588
Imrendere,Sile,0,41.174903,29.609588
Imrenli,Sile,0,41.174903,29.609588
Isakoy,Sile,0,41.174903,29.609588
Kabakoz,Sile,0,41.174903,29.609588
Kadikoy,Sile,0,41.174903,29.609588
Kalem,Sile,0,41.174903,29.609588
Karabeyli,Sile,0,41.174903,29.609588
Karacakoy,Sile,0,41.174903,29.609588
Karakiraz,Sile,0,41.174903,29.609588
Karamandere,Sile,0,41.174903,29.609588
Kervansaray,Sile,0,41.174903,29.609588
Kizilca,Sile,0,41.174903,29.609588
Korucu,Sile,0,41.174903,29.609588
Komurluk,Sile,0,41.174903,29.609588
Kumbaba,Sile,0,41.174903,29.609588
Kurfalli,Sile,0,41.174903,29.609588
Kurna,Sile,0,41.174903,29.609588
Mesrutiyet,Sile,0,41.174903,29.609588
Orucoglu,Sile,0,41.174903,29.609588
Osmankoy,Sile,0,41.174903,29.609588
Ovacik,Sile,0,41.174903,29.609588
Sahilkoy,Sile,0,41.174903,29.609588
Satmazli,Sile,0,41.174903,29.609588
Sofular,Sile,0,41.174903,29.609588
Sogullu,Sile,0,41.174903,29.609588
Sortullu,Sile,0,41.174903,29.609588
Suayipli,Sile,0,41.174903,29.609588
Teke,Sile,0,41.174903,29.609588
Ulupelit,Sile,0,41.174903,29.609588
Uvezli,Sile,0,41.174903,29.609588
Yaka,Sile,0,41.174903,29.609588
Yaylali,Sile,0,41.174903,29.609588
Yazimanayir,Sile,0,41.174903,29.609588
Yenikoy,Sile,0,41.174903,29.609588
Yesilvadi,Sile,0,41.174903,29.609588
19 mayis,Sisli,7,41.0536216,28.9819731
Bozkurt,Sisli,6,41.0536216,28.9819731
Cumhuriyet,Sisli,5,41.0536216,28.9819731
Duatepe,Sisli,5,41.0536216,28.9819731
Ergenekon,Sisli,3,41.0536216,28.9819731
Esentepe,Sisli,3,41.0536216,28.9819731
Eskisehir,Sisli,8,41.0536216,28.9819731
Ferikoy,Sisli,8,41.0536216,28.9819731
Fulya,Sisli,10,41.0536216,28.9819731
Gulbahar,Sisli,9,41.0536216,28.9819731
Halaskargazi,Sisli,2,41.0536216,28.9819731
Halide edip adivar,Sisli,6,41.0536216,28.9819731
Halil rifat pasa,Sisli,3,41.0536216,28.9819731
Harbiye,Sisli,1,41.0536216,28.9819731
Inonu,Sisli,3,41.0536216,28.9819731
Izzet pasa,Sisli,5,41.0536216,28.9819731
Kaptanpasa,Sisli,1,41.0536216,28.9819731
Kustepe,Sisli,13,41.0536216,28.9819731
Mahmut sevket pasa,Sisli,15,41.0536216,28.9819731
Mecidiyekoy,Sisli,11,41.0536216,28.9819731
Merkez,Sisli,10,41.0536216,28.9819731
Mesrutiyet,Sisli,10,41.0536216,28.9819731
Pasa,Sisli,12,41.0536216,28.9819731
Tesvikiye,Sisli,7,41.0536216,28.9819731
Yayla,Sisli,9,41.0536216,28.9819731
Akfirat,Tuzla,0,40.8982305,29.3598782
Anadolu,Tuzla,0,40.8982305,29.3598782
Aydinli,Tuzla,87,40.8982305,29.3598782
Aydintepe,Tuzla,34,40.8982305,29.3598782
Cami,Tuzla,33,40.8982305,29.3598782
Evliya celebi,Tuzla,27,40.8982305,29.3598782
Fatih,Tuzla,0,40.8982305,29.3598782
Icmeler,Tuzla,27,40.8982305,29.3598782
Istasyon,Tuzla,80,40.8982305,29.3598782
Mescit,Tuzla,7,40.8982305,29.3598782
Mimar sinan,Tuzla,159,40.8982305,29.3598782
Orhanli,Tuzla,6,40.8982305,29.3598782
Orta,Tuzla,4,40.8982305,29.3598782
Postane,Tuzla,65,40.8982305,29.3598782
Sifa,Tuzla,218,40.8982305,29.3598782
Tepeoren,Tuzla,2,40.8982305,29.3598782
Yayla,Tuzla,59,40.8982305,29.3598782
Adem yavuz,Umraniye,12,41.03332899999999,29.10136
Altinsehir,Umraniye,12,41.03332899999999,29.10136
Armaganevler,Umraniye,9,41.03332899999999,29.10136
Asagi dudullu,Umraniye,11,41.03332899999999,29.10136
Atakent,Umraniye,4,41.03332899999999,29.10136
Ataturk,Umraniye,9,41.03332899999999,29.10136
Cemil meric,Umraniye,24,41.03332899999999,29.10136
Cakmak,Umraniye,5,41.03332899999999,29.10136
Camlik,Umraniye,2,41.03332899999999,29.10136
Dumlupinar,Umraniye,9,41.03332899999999,29.10136
Elmalikent,Umraniye,8,41.03332899999999,29.10136
Esenevler,Umraniye,3,41.03332899999999,29.10136
Esenkent,Umraniye,4,41.03332899999999,29.10136
Esensehir,Umraniye,13,41.03332899999999,29.10136
Fatih sultan mehmet,Umraniye,1,41.03332899999999,29.10136
Hekimbasi,Umraniye,3,41.03332899999999,29.10136
Huzur,Umraniye,5,41.03332899999999,29.10136
Ihlamurkuyu,Umraniye,13,41.03332899999999,29.10136
Inkilap,Umraniye,8,41.03332899999999,29.10136
Istiklal,Umraniye,7,41.03332899999999,29.10136
Kazim karabekir,Umraniye,9,41.03332899999999,29.10136
Madenler,Umraniye,3,41.03332899999999,29.10136
Mehmet akif,Umraniye,2,41.03332899999999,29.10136
Namik kemal,Umraniye,8,41.03332899999999,29.10136
Necip fazil,Umraniye,24,41.03332899999999,29.10136
Parseller,Umraniye,8,41.03332899999999,29.10136
Saray,Umraniye,0,41.03332899999999,29.10136
Site,Umraniye,9,41.03332899999999,29.10136
Serifali,Umraniye,1,41.03332899999999,29.10136
Tantavi,Umraniye,2,41.03332899999999,29.10136
Tatlisu,Umraniye,1,41.03332899999999,29.10136
Tepeustu,Umraniye,4,41.03332899999999,29.10136
Topagaci,Umraniye,7,41.03332899999999,29.10136
Yamanevler,Umraniye,4,41.03332899999999,29.10136
Yukari dudullu,Umraniye,6,41.03332899999999,29.10136
Acibadem,Uskudar,13,41.0189417,29.0576298
Ahmediye,Uskudar,9,41.0189417,29.0576298
Altunizade,Uskudar,6,41.0189417,29.0576298
Aziz mahmut hudayi,Uskudar,13,41.0189417,29.0576298
Bahcelievler,Uskudar,11,41.0189417,29.0576298
Barbaros,Uskudar,8,41.0189417,29.0576298
Beylerbeyi,Uskudar,4,41.0189417,29.0576298
Bulgurlu,Uskudar,6,41.0189417,29.0576298
Burhaniye,Uskudar,10,41.0189417,29.0576298
Cumhuriyet,Uskudar,11,41.0189417,29.0576298
Cengelkoy,Uskudar,11,41.0189417,29.0576298
Ferah,Uskudar,19,41.0189417,29.0576298
Guzeltepe,Uskudar,6,41.0189417,29.0576298
Icadiye,Uskudar,15,41.0189417,29.0576298
Kandilli,Uskudar,0,41.0189417,29.0576298
Kisikli,Uskudar,10,41.0189417,29.0576298
Kirazlitepe,Uskudar,14,41.0189417,29.0576298
Kuleli,Uskudar,0,41.0189417,29.0576298
Kuzguncuk,Uskudar,5,41.0189417,29.0576298
Kucukcamlica,Uskudar,7,41.0189417,29.0576298
Kucuksu,Uskudar,4,41.0189417,29.0576298
Kupluce,Uskudar,11,41.0189417,29.0576298
Mehmet akif ersoy,Uskudar,13,41.0189417,29.0576298
Mimar sinan,Uskudar,29,41.0189417,29.0576298
Muratreis,Uskudar,16,41.0189417,29.0576298
Salacak,Uskudar,9,41.0189417,29.0576298
Selami ali,Uskudar,12,41.0189417,29.0576298
Selimiye,Uskudar,8,41.0189417,29.0576298
Sultantepe,Uskudar,18,41.0189417,29.0576298
Unalan,Uskudar,23,41.0189417,29.0576298
Valide-i atik,Uskudar,19,41.0189417,29.0576298
Yavuzturk,Uskudar,15,41.0189417,29.0576298
Zeynep kamil,Uskudar,10,41.0189417,29.0576298
Bestelsiz,Zeytinburnu,147,40.990635,28.89614
Cirpici,Zeytinburnu,202,40.990635,28.89614
Gokalp,Zeytinburnu,118,40.990635,28.89614
Kazlicesme,Zeytinburnu,36,40.990635,28.89614
Maltepe,Zeytinburnu,44,40.990635,28.89614
Merkezefendi,Zeytinburnu,105,40.990635,28.89614
Nuripasa,Zeytinburnu,173,40.990635,28.89614
Seyitnizam,Zeytinburnu,134,40.990635,28.89614
Sumer,Zeytinburnu,229,40.990635,28.89614
Telsiz,Zeytinburnu,223,40.990635,28.89614
Veliefendi,Zeytinburnu,175,40.990635,28.89614
Yenidogan,Zeytinburnu,63,40.990635,28.89614
Yesiltepe,Zeytinburnu,118,40.990635,28.89614
