ILCE_UAVT,District,ADI,Category,ADRES,TELEFON,WEBSITESI,ACIL_SERVIS,Capacity,AMBULANS,Nbhood,Latitude,Longitude
2010,GÜNGÖREN,Güngören 3 Nolu Emergency Station,Emergency Station,Fatih Cad. No:15 MEHMET NESÝH ÖZMEN/GÜNGÖREN,0212 637 69 78,www.istanbulsaglik.gov.tr,Yok,3,Var,MEHMET NESÝH ÖZMEN,41.01497087,28.88289111
2010,GÜNGÖREN,Güngören 5 Nolu Emergency Station,Emergency Station,Fatih Cad. No:15 MEHMET NESÝH ÖZMEN/GÜNGÖREN,0212 637 69 78,www.istanbulsaglik.gov.tr,Yok,3,Var,MEHMET NESÝH ÖZMEN,41.01500163,28.88289295
2010,GÜNGÖREN,Güngören 4 Nolu Emergency Station,Emergency Station,Soðanlý Cad. No:96 MERKEZ/GÜNGÖREN,0212 435 58 59,www.istanbulsaglik.gov.tr,Yok,3,Var,MERKEZ,41.024294,28.879035
1421,KADIKÖY,Kadýköy 2-4 Nolu Emergency Station,Emergency Station,Fenerbahçe Orduevi Ýç Yolu FENERBAHÇE/KADIKÖY,0216 550 68 32,www.istanbulsaglik.gov.tr,Yok,3,Var,FENERBAHÇE,40.970141,29.044139
1421,KADIKÖY,Kadýköy 5 Nolu Emergency Station,Emergency Station,Ressam Salih Erimez Cad. MERDÝVENKÖY/KADIKÖY,0216 566 69 15,www.istanbulsaglik.gov.tr,Yok,3,Var,MERDÝVENKÖY,40.98535315,29.06558491
1421,KADIKÖY,Kadýköy 6 Nolu Emergency Station,Emergency Station,Ressam Salih Erimez Cad. MERDÝVENKÖY/KADIKÖY,0216 567 76 10,www.istanbulsaglik.gov.tr,Yok,3,Var,MERDÝVENKÖY,40.98549811,29.06583439
1421,KADIKÖY,Kadýköy 7-9 Nolu Emergency Station,Emergency Station,Bayar Cad. 19 MAYIS/KADIKÖY,0216 355 76 99,www.istanbulsaglik.gov.tr,Yok,3,Var,19 MAYIS,40.97516517,29.08843537
1810,KAÐITHANE,Kaðýthane 3 Nolu Emergency Station,Emergency Station,Abdi Ýpekçi Cad. No:9 HARMANTEPE/KAÐITHANE,0212 283 45 94,www.istanbulsaglik.gov.tr,Yok,0,Var,HARMANTEPE,41.08016325,28.99104806
1810,KAÐITHANE,Kaðýthane 4 Nolu Emergency Station,Emergency Station,Karaman Sk. No:6 HAMÝDÝYE/KAÐITHANE,0212 295 51 33,www.istanbulsaglik.gov.tr,Yok,0,Var,HAMÝDÝYE,41.09472025,28.97004724
1810,KAÐITHANE,Kaðýthane 5 Nolu Emergency Station,Emergency Station,Kaptan Sk. No:3 ÇELÝKTEPE/KAÐITHANE,0212 282 43 66,www.istanbulsaglik.gov.tr,Yok,0,Var,ÇELÝKTEPE,41.08344923,29.00282909
1449,KARTAL,Kartal 1 Nolu Emergency Station,Emergency Station,Mustafa Kemal Cad. No:15B CEVÝZLÝ/KARTAL,0216 383 86 02,www.istanbulsaglik.gov.tr,Yok,3,Var,CEVÝZLÝ,40.91319104,29.1748044
1449,KARTAL,Kartal 4-7 Nolu Emergency Station,Emergency Station,Hakan Sk. No:6 ESENTEPE/KARTAL,0216 306 42 74,www.istanbulsaglik.gov.tr,Yok,3,Var,ESENTEPE,40.90362875,29.18588901
1823,KÜÇÜKÇEKMECE,Küçükçekmece 5 Nolu Emergency Station,Emergency Station,Turgut Özal Bulvarý No:11/2 ÝSTASYON/KÜÇÜKÇEKMECE,0212 471 46 35,www.istanbulsaglik.gov.tr,Yok,3,Var,ÝSTASYON,41.03366661,28.77753426
1823,KÜÇÜKÇEKMECE,Küçükçekmece 6 Nolu Emergency Station,Emergency Station,Ýnönü Cad. No:76/2 YENÝ MAHALLE/KÜÇÜKÇEKMECE,0212 579 03 17,www.istanbulsaglik.gov.tr,Yok,3,Var,YENÝ MAHALLE,41.02171442,28.79051198
1823,KÜÇÜKÇEKMECE,Küçükçekmece 9 Nolu Emergency Station,Emergency Station,Ýnönü Cad. No:76/2 YENÝ MAHALLE/KÜÇÜKÇEKMECE,0212 579 03 17,www.istanbulsaglik.gov.tr,Yok,3,Var,YENÝ MAHALLE,40.99721535,28.77682583
1823,KÜÇÜKÇEKMECE,Küçükçekmece 7 Nolu Emergency Station,Emergency Station,Turgut Özal Bulvarý No:46 ATAKENT/KÜÇÜKÇEKMECE,0212 472 50 37,www.istanbulsaglik.gov.tr,Yok,3,Var,ATAKENT,41.05524139,28.75957301
2012,MALTEPE,Maltepe 2 Nolu Emergency Station,Emergency Station,Maltepe-Baþýbüyük Yolu No:9 BAÞIBÜYÜK/MALTEPE,0216 421 25 81,www.istanbulsaglik.gov.tr,Yok,3,Var,BAÞIBÜYÜK,40.95060332,29.1405297
2012,MALTEPE,Maltepe 5 Nolu Emergency Station,Emergency Station,Süreyyapaþa Hospitalsi Yolu No: BAÞIBÜYÜK/MALTEPE,0216 421 16 36,www.istanbulsaglik.gov.tr,Yok,3,Var,BAÞIBÜYÜK,40.95059523,29.14104327
1835,PENDÝK,Pendik 3 Nolu Emergency Station,Emergency Station,Palamut Sk. No:70 ESENYALI/PENDÝK,0216 392 02 87,www.istanbulsaglik.gov.tr,Yok,3,Var,ESENYALI,40.86409238,29.29831613
1835,PENDÝK,Pendik 4 Nolu Acil Saðlýk Hizmetleri Ýstasyonu,Emergency Station,Hospital Cad. No:1 KAYNARCA/PENDÝK,0216 390 89 14,www.istanbulsaglik.gov.tr,Yok,3,Var,KAYNARCA,40.87351597,29.25326633
1835,PENDÝK,Pendik 5 Nolu Emergency Station,Emergency Station,Nevbahar Sk. No:4 DOÐU/PENDÝK,0216 491 93 77,www.istanbulsaglik.gov.tr,Yok,3,Var,DOÐU,40.8828023,29.24448144
1835,PENDÝK,Pendik 6-9 Nolu Emergency Station,Emergency Station,Muhsin Yazýcýoðlu Cad. No:10 FEVZÝ ÇAKMAK/PENDÝK,0216 397 27 88,www.istanbulsaglik.gov.tr,Yok,3,Var,FEVZÝ ÇAKMAK,40.8863371,29.26267756
1604,SARIYER,Sarýyer 1 Nolu Emergency Station,Emergency Station,Þehit Mithat Yýlmaz Cad. No:87 MERKEZ/SARIYER,0212 218 26 68,www.istanbulsaglik.gov.tr,Yok,3,Var,SARIYER MERKEZ,41.17082006,29.05356079
1604,SARIYER,Sarýyer 6 Nolu Emergency Station,Emergency Station,ÝTÜ Ayazaða Kampüsü Yolu REÞÝTPAÞA/SARIYER,0212 276 97 45,www.istanbulsaglik.gov.tr,Yok,3,Var,REÞÝTPAÞA,41.10565847,29.02573736
1604,SARIYER,Sarýyer 2 Nolu Emergency Station,Emergency Station,ÝTÜ Ayazaða Kampüsü Yolu REÞÝTPAÞA/SARIYER,0212 276 97 45,www.istanbulsaglik.gov.tr,Yok,3,Var,REÞÝTPAÞA,41.10558042,29.02574859
1604,SARIYER,Sarýyer 5 Nolu Emergency Station,Emergency Station,Boðaziçi Kampüsü Yolu GÜMÜÞDERE/SARIYER,0212 203 06 84,www.istanbulsaglik.gov.tr,Yok,3,Var,GÜMÜÞDERE,41.24233024,29.01310898
1622,SÝLÝVRÝ,Silivri 4 Nolu Emergency Station,Emergency Station,General Ali Ýhsan Türkkan Cad. No:15 YENÝ/SÝLÝVRÝ,0212 728 58 17,www.istanbulsaglik.gov.tr,Yok,3,Var,YENÝ,41.07611193,28.25587154
2014,SULTANBEYLÝ,Sultanbeyli 1 Nolu Emergency Station,Emergency Station,Kerim Sk. No:12 HASANPAÞA/SULTANBEYLÝ,0216 496 29 26,www.istanbulsaglik.gov.tr,Yok,3,Var,HASANPAÞA,40.96890682,29.25013306
2055,SULTANGAZÝ,Sultangazi 1 Nolu Acil Saðlýk Hizmetleri Ýstasyonu,Emergency Station,307. Sk. No:28 MALKOÇOÐLU/SULTANGAZÝ,0212 475 29 22,www.istanbulsaglik.gov.tr,Yok,3,Var,MALKOÇOÐLU,41.11472414,28.84784972
2055,SULTANGAZÝ,Sultangazi 2 Nolu Acil Saðlýk Hizmetleri Ýstasyonu,Emergency Station,Atatürk Bulvarý No:56A UÐUR MUMCU/SULTANGAZÝ,0212 475 00 77,www.istanbulsaglik.gov.tr,Yok,3,Var,UÐUR MUMCU,41.10785163,28.87621712
1663,ÞÝÞLÝ,Þiþli 2 Nolu Emergency Station,Emergency Station,Darülaceze Cad. No: KAPTANPAÞA/ÞÝÞLÝ,0212 210 30 18,www.istanbulsaglik.gov.tr,Yok,3,Var,KAPTANPAÞA,41.06476903,28.97437713
1663,ÞÝÞLÝ,Þiþli 6-7 Nolu Acil Saðlýk Hizmetleri Ýstasyonu,Emergency Station,Büyükdere Cad. No:100 ESENTEPE/ÞÝÞLÝ,0212 216 74 49,www.istanbulsaglik.gov.tr,Yok,3,Var,ESENTEPE,41.06798751,29.00881944
1708,ÜSKÜDAR,Üsküdar 7 Nolu Emergency Station,Emergency Station,Burhan Felek Cad. No:20 SELÝMÝYE/ÜSKÜDAR,0216 348 05 40,www.istanbulsaglik.gov.tr,Yok,3,Var,SELÝMÝYE,41.00158849,29.01837483
1739,ZEYTÝNBURNU,Zeytinburnu 1 Nolu Emergency Station,Emergency Station,Hifzissiha Enstitü Yolu KAZLIÇEÞME/ZEYTÝNBURNU,0212 416 15 62,www.istanbulsaglik.gov.tr,Yok,0,Var,KAZLIÇEÞME,41.00146876,28.91649424
1739,ZEYTÝNBURNU,Zeytinburnu 2 Nolu Emergency Station,Emergency Station,Hifzissiha Enstitü Yolu KAZLIÇEÞME/ZEYTÝNBURNU,0212 416 15 62,www.istanbulsaglik.gov.tr,Yok,0,Var,KAZLIÇEÞME,41.00144801,28.91658629
2004,BAÐCILAR,Private Baðcýlar Rentek Diyaliz Merkezi,Diyaliz Merkezi Private,140. Sk. No:1-3 HÜRRÝYET/BAÐCILAR,0212 583 19 10,,,25,,HÜRRÝYET,41.02367504,28.83625828
1782,BÜYÜKÇEKMECE,Private Koç Diyaliz Büyükçekmece,Diyaliz Merkezi Private,E5 Londra Asfaltý Cad. No:216B EKÝNOBA/BÜYÜKÇEKMECE,0212 882 42 53,http://buyukcekmece.kocdiyaliz.com.tr,,35,,EKÝNOBA,41.01196934,28.53846402
2053,ESENYURT,Private Esenyurt Diyaliz Merkezi,Diyaliz Merkezi Private,Ondokuz Mayýs Bulvarý No:1 FATÝH/ESENYURT,0212 699 08 38 ,www.cavusogludiyaliz.com,,26,,FATÝH,41.03110913,28.67356163
2012,MALTEPE,Private Küçükyalý Diyaliz Merkezi,Diyaliz Merkezi Private,Dörtel Çýkmazý No:139 GÝRNE/MALTEPE,0216 366 81 18,www.kucukyalidiyaliz.com,,30,,GÝRNE,40.94341854,29.13128964
2049,ATAÞEHÝR,SBÜ Fatih Sultan Mehmet Eðitim ve Araþtýrma Hospitalsi Diyaliz Merkezi,Diyaliz Merkezi,Üsküdar-Ýçerenköy Yolu Cad. No:1/6 ÝÇERENKÖY/ATAÞEHÝR,0216 578 30 00,www.fsmHospitalsi.gov.tr,Var,14,Var,ÝÇERENKÖY,40.9698625,29.10402245
1166,BAKIRKÖY,Bakýrköy Dr. Sadi Konuk Eðitim ve Araþtýrma Hospitalsi Diyaliz Merkezi,Diyaliz Merkezi,Dr. Tevfik Saðlam Cad. No:10/4A ZUHURATBABA/BAKIRKÖY,0212 414 71 71,www.beah.gov.tr,Var,17,Var,ZUHURATBABA,40.99328703,28.86522798
1823,KÜÇÜKÇEKMECE,Ýstanbul SBÜ Kanuni Sultan Süleyman Eðitim ve Araþtýrma Hospitalsi Çocuk Periton Diyaliz Merkezi,Diyaliz Merkezi,Turgut Özal Bulvarý No:46 ATAKENT/KÜÇÜKÇEKMECE,0212 404 15 00 - 0212 495 59 20,www.kanunieah.gov.tr,Var,,Var,ATAKENT,41.05412579,28.7599559
2004,BAÐCILAR,SBÜ Baðcýlar Eðitim ve Araþtýrma Hospitalsi Diyaliz Merkezi,Diyaliz Merkezi,Dr. Sadýk Ahmet Sk. No:5 MERKEZ/BAÐCILAR,0212 440 40 00,www.beh.gov.tr,Var,14,Var,MERKEZ,41.03031162,28.87056303
1185,BEYKOZ,Beykoz Public Hospital Diyaliz Merkezi,Diyaliz Merkezi,Saip Molla Cad. No:26 ÝNCÝRKÖY/BEYKOZ,0216 322 22 10,www.pasabahcedh.gov.tr,Var,10,Var,ÝNCÝRKÖY,41.11786703,29.09797698
2053,ESENYURT,Esenyurt Public Hospital Diyaliz Merkezi,Diyaliz Merkezi,Ondokuz Mayýs Bulvarý No:59 FATÝH/ESENYURT,0212 596 19 99,www.esenyurtdh.saglik.gov.tr,Var,6,Var,FATÝH,41.02850118,28.66834613
1327,FATÝH,Ýstanbul Haseki Eðitim ve Araþtýrma Hospitalsi Hemodiyaliz Ünitesi ve Periton Diyaliz Merkezi,Diyaliz Merkezi,Turgut Özal Millet Cad. No:23/1 HASEKÝ SULTAN/FATÝH,0212 529 44 00,www.hasekieah.saglik.gov.tr,Var,10,Var,HASEKÝ SULTAN,41.01026164,28.94320402
1327,FATÝH,Ýstanbul Eðitim ve Araþtýrma Hospitalsi Diyaliz ve Periton Merkezi,Diyaliz Merkezi,Org. Abdurrahman Nâfiz Gürman Cad. No:22/1 CERRAHPAÞA/FATÝH,0212 459 60 00,http://istanbuleah.saglik.gov.tr,Var,25,Var,CERRAHPAÞA,41.00284862,28.93706108
1835,PENDÝK,Marmara Üniversitesi Pendik EAH Hemodiyaliz ve Periton Diyaliz Merkezi,Diyaliz Merkezi,Muhsin Yazýcýoðlu Cad. No:10 FEVZÝ ÇAKMAK/PENDÝK,0216 625 45 45,www.marmaraeah.gov.tr,Var,15,Var,FEVZÝ ÇAKMAK,40.88616911,29.26267315
1708,ÜSKÜDAR,Haydarpaþa Numune Eðitim ve Araþtýrma Hospitalsi Periton ve Hemodiyaliz Merkezi,Diyaliz Merkezi,Haydarpaþa Numune Hospitalsi Köprülü Kavþaðý No: SELÝMÝYE/ÜSKÜDAR,0216 542 32 32,www.haydarpasanumune.gov.tr,Var,20,Var,SELÝMÝYE,41.00475603,29.02359482
1663,ÞÝÞLÝ,Þiþli Hamidye Etfal Eðitim ve Araþtýrma Hospitalsi Periton Merkezi,Diyaliz Merkezi,Halaskargazi Cad Etfal Sk. No: 19 MAYIS/ÞÝÞLÝ,0212 373 50 00,www.sislietfal.gov.tr,Var,20,Var,19 MAYIS,41.05791548,28.99075137
1622,SÝLÝVRÝ,Silivri Public Hospital Diyaliz Merkezi,Diyaliz Merkezi,Nedim Beyazgül Sk. No:4 YENÝ/SÝLÝVRÝ,0212 727 21 00,www.silivridh.saglik.gov.tr,Var,9,Var,YENÝ,41.07814703,28.24988684
2005,BAHÇELÝEVLER,Bahçelievler Public Hospital Diyaliz Merkezi,Diyaliz Merkezi,Ordu Cad. No:1-7 KOCASÝNAN MERKEZ/BAHÇELÝEVLER,0212 496 70 00,www.bahcelievlerdh.saglik.gov.tr,Var,5,Var,KOCASÝNAN MERKEZ,41.00646977,28.84448336
1327,FATÝH,Ýstanbul Üniversitesi-Cerrahpaþa Týp Fakültesi Hemodiyaliz ve Çocuk Periton Diyaliz Merkezi,Diyaliz Merkezi,Koca Mustafapaþa Cad. No:53I CERRAHPAÞA/FATÝH,0212 414 30 00,http://cerrahpasa.istanbul.edu.tr,Var,8,Var,CERRAHPAÞA,41.0061147,28.9419108
1327,FATÝH,Ýstanbul Üniversitesi-Cerrahpaþa Týp Fakültesi Hospitalsi Diyaliz Merkezi,Diyaliz Merkezi,ÝÜ Cerrahpaþa Týp Fakültesi Yolu No: CERRAHPAÞA/FATÝH,0212 414 30 00,http://cerrahpasa.istanbul.edu.tr,Var,9,Var,CERRAHPAÞA,41.00523519,28.94215526
1327,FATÝH,Ýstanbul Üniversitesi Týp Fakültesi Hospitalsi Diyaliz Merkezi,Diyaliz Merkezi,Turgut Özal Millet Cad. No:118S TOPKAPI/FATÝH,0212 414 20 00,http://istanbultip.istanbul.edu.tr,Var,14,Var,TOPKAPI,41.0173808,28.93396329
1327,FATÝH,Bezmialem Vakýf Üniversitesi Týp Fakültesi Hospitalsi Hemodiyaliz ve Periton Diyaliz Merkezi,Diyaliz Merkezi,Adnan Menderes Vatan Bulvarý No: TOPKAPI/FATÝH,0212 453 17 00,www.bezmialemHospitalsi.com,Var,10,Var,TOPKAPI,41.01914446,28.9348209
1852,ÜMRANÝYE,Private NPÝstanbul Beyin Hospitalsi,Private Hospital,Saray Mah. Ahmet Tevfik Ýleri Cad. No:18 Ümraniye,(0216) 633 06 33,www.npistanbul.com,Var,,Var,SARAY,41.02905779,29.11413456
1739,ZEYTÝNBURNU,S.B.Ü. Haseki Eðitim ve Araþtýrma Hospitalsi Genetik Hastalýklarý Taný Merkezi,Research Hospital,Maltepe Mh. General Ali Rýza Gürcan Cad. Eski Çýrpýcý Çýkmaz Sk. Merter Ýþ Merkezi No:7 Merter Zeytinburnu,0 212 481 41 11,,,,,MALTEPE,41.00984254,28.89914162
2012,MALTEPE,Maltepe Huzurevi,Huzurevi,E5 Karayolu 70 Evler Maltepe,,,,,,BAÐLARBAÞI,40.9277859,29.14563337
1421,KADIKÖY,Acýbadem 2 Huzurevi,Huzurevi,Muhittin Üstündað Cad. No:79 Acýbadem/Kadýköy,,,,,,KOÞUYOLU,41.00814375,29.03895096
2004,BAÐCILAR,Baðcýlar Huzurevi,Huzurevi,Sancaktepe Mah. 2. Sk. No:15 Baðcýlar,,,,,,SANCAKTEPE,41.03640826,28.85616216
2012,MALTEPE,Acýbadem 1 Huzurevi,Huzurevi,Feyzullah Mah. Mimar Sinan Cad. No:7 Maltepe,,,,,,FEYZULLAH,40.92451594,29.1285333
2049,ATAÞEHÝR,Ýkinci Bahar Huzurevi,Huzurevi,Ýnönü Mah. Alpkaya Cad. No:109 Kayýþdaðý,,,,,,ÝNÖNÜ,40.97734669,29.13715294
1739,ZEYTÝNBURNU,Zeytinburnu Huzurevi,Huzurevi,Hükümet Konaðý yaný Zeytinburnu,,,,,,BEÞTELSÝZ,40.99578686,28.90374562
1708,ÜSKÜDAR,Ýstanbul Huzur Has.ve Dinlenme Evleri Vakfý Huzurevi,Huzurevi,Tophanelioðlu Cad. No:13-15 Altunizade,,,,,,ALTUNÝZADE,41.01914027,29.04515564
2049,ATAÞEHÝR,PTT Huzurevi,Huzurevi,Bostancý PTT Sanatoryumu,,,,,,ÝÇERENKÖY,40.97059504,29.10307338
1166,BAKIRKÖY,Florya Huzurevi,Huzurevi,Havacýlar Sitesi Atayurt Cad. No:61-63 Florya,,,,,,BASINKÖY,40.98151646,28.77887466
2012,MALTEPE,Tonton Huzurevi,Huzurevi,Karayollarý Cad. Panorama Sk. No:5 Küçükyalý Maltepe,,,,,,ÝDEALTEPE,40.94306259,29.11853747
2049,ATAÞEHÝR,Büyükþehir Belediyesi Darulaceze,Huzurevi,Kayýþdaðý Cad. No:65 K. Bakkalköy,,,,,,KAYIÞDAÐI,40.97911648,29.14851625
2005,BAHÇELÝEVLER,Dilek Huzurevi,Huzurevi,Merkez Mah. Muþlu Sk. No:24Yenibosna Bahçelievler,,,,,,YENÝBOSNA MERKEZ,41.0143453,28.82431661
1835,PENDÝK,Mimoza Huzurevi,Huzurevi,Yeni Mah.  Abdülhalýk Renda Cad. No:22 Pendik,,,,,,YENÝ,40.88100966,29.23088526
1449,KARTAL,Red Crescent Zeynep Nedim Ovyar Huzurevi,Huzurevi,Gümüþpýnar Cad. Atatürk Çiçeði Sk. Yakacýk,,,,,,GÜMÜÞPINAR,40.92219425,29.21205479
1708,ÜSKÜDAR,Çamlýca Huzurevi,Huzurevi,Kýsýklý Mah. Ferah Cad. Yeniþen Sk. No:6 Üsküdar,,,,,,KISIKLI,41.02340659,29.07126169
1708,ÜSKÜDAR,Uluçýnar Huzurevi,Huzurevi,Erguvan Sk. Ata-2 sitesi içi No:69 Çengelköy,,,,,,GÜZELTEPE,41.04906404,29.07622144
1186,BEYOÐLU,Neve Þalom Musevi Sinagogu Vakfý Barýn Yurt Huzurevi,Huzurevi,Dibek Sk. No:22 Tophane Beyoðlu,,,,,,HACIMÝMÝ,41.02703042,28.97601378
1421,KADIKÖY,Koþuyolu Huzurevi,Huzurevi,Koþuyolu Cad. Katip Salih Sk. No:33 Kadýköy,,,,,,KOÞUYOLU,41.011184,29.03973
1449,KARTAL,Aþiyan Huzurevi,Huzurevi,Çavuþoðlu Mah. Samanyolu Sk. No:30 Kartal,,,,,,ÇAVUÞOÐLU,40.88798232,29.19965357
2005,BAHÇELÝEVLER,Bahçelievler Huzurevi,Huzurevi,Eski Londra Asfaltý Bahçelievler Kampüsü,,,,,,BAHÇELÝEVLER,40.99778495,28.85744422
1183,BEÞÝKTAÞ,Emekli Sandýðý Etiler Dinlenme Evi,Huzurevi,Nisbetiye Cad. No:55 Etiler/Beþiktaþ,,,,,,ETÝLER,41.08280801,29.03740542
1663,ÞÝÞLÝ,Darülaceze Huzurevi,Huzurevi,Darülaceze Cad. Okmeydaný,,,,,,HALÝL RIFAT PAÞA,41.05895424,28.96644668
1852,ÜMRANÝYE,Aziz Mahmut Hüdayi Vakfý Huzurevi,Huzurevi,Ihlamur Mah. Eski Kadýköy Yolu No:11-24 Ümraniye,,,,,,TEPEÜSTÜ,41.01670903,29.13064486
1183,BEÞÝKTAÞ,Levent Huzurevi,Huzurevi,Sümbül Sk. No:45 2. Levent,,,,,,LEVENT,41.08250005,29.01678436
1166,BAKIRKÖY,Yeþilköy Huzurevi,Huzurevi,Serbesti Cad. Serbesti Sk. No:18,,,,,,YEÞÝLKÖY,40.95984686,28.82917971
1449,KARTAL,Darüþþafaka Yakacýk Baðýþçýlarý Huzurevi,Huzurevi,Samandýra Cad. Çalkantý Sk. Yakacýk Kartal,,,,,,YAKACIK YENÝ,40.92175161,29.22512308
2012,MALTEPE,Murat Huzurevi,Huzurevi,Namýk Kemal Cad. No:66 Ýdealtepe Maltepe,,,,,,ÝDEALTEPE,40.94207638,29.1267444
1708,ÜSKÜDAR,Neriman Haným Huzurevi,Huzurevi,Burhaniye Mah. Güler Sk. No:9 Üsküdar,,,,,,BURHANÝYE,41.02843336,29.04896195
2012,MALTEPE,Ýkinci Bahar 2 Huzurevi,Huzurevi,Baðlarbaþý Mah. Cemal Bey Sk. No:97 Maltepe,,,,,,BAÐLARBAÞI,40.92437938,29.14400751
2012,MALTEPE,Simge Huzurevi,Huzurevi,Baðlarbaþý Mah. Altmýþevler Tulga Sk. Huzur Apt. No:53 Maltepe,,,,,,BAÐLARBAÞI,40.92948018,29.14111437
2053,ESENYURT,ISTÝNYE ÜNÝVERSÝTESÝ HospitalSÝ,Private Hospital,Aþýk Veysel Mah. Süleyman Demirel Cad. No:1 Esenyurt Ýstanbul,0212 979 40 00,http://www.isuHospitalsi.com,,,,AÞIK VEYSEL,41.05623382,28.671907
1421,KADIKÖY,Yeditepe Üniversitesi Ýhtisas Hospitalsi,University Hospital,Koþuyolu Mah. Koþuyolu Cad. No: 168 34718 Kadýköy/Ýstanbul,0216 578 50 00,http://www.yeditepeHospitalsi.com.tr/sube/kosuyolu-ihtisas-Hospitalsi,,,,KOÞUYOLU,41.00405858,29.03155336
1449,KARTAL,Radixdent Aðýz ve Diþ Saðlýðý Merkezi,Aðýz ve Diþ Saðlýðý Merkezi,Kordonboyu Mah. Hürriyet Cad. No:60 Radix Plaza Kartal / Ýstanbul,444 6 841,http://www.radixdent.com.tr/,,,,KORDONBOYU,40.88904659,29.18922078
1823,KÜÇÜKÇEKMECE,Guditem Gursan Agiz ve Dis Sagligi Merkezi,Aðýz ve Diþ Saðlýðý Merkezi,,(0212) 424 43 43,,,,,CENNET,40.98606851,28.7814936
1823,KÜÇÜKÇEKMECE,Ý.A.Ü. VMI MEDÝCAL PARK HospitalSÝ FLORYA,University Hospital," Beþyol Mahallesi, Akasya Sk., 34295 Küçükçekmece/Ýstanbul",444 2 873,,,,,BEÞYOL,40.99020992,28.79742924
2053,ESENYURT,Private Esendent Aðýz ve Diþ Saðlýðý Merkezi,Aðýz ve Diþ Saðlýðý Merkezi," Talatpaþa Mahallesi, Pazaryolu Sokak, No:2E, Sedai Ýþ Merkezi Esenyurt - Ýstanbul ",0212 596 10 56,http://esendent.com.tr/,,,,TALATPAÞA,41.02821277,28.66744515
2053,ESENYURT,REYAP Hospitalsi,Private Hospital,,,,,,,YEÞÝLKENT,41.02581028,28.65988835
2053,ESENYURT,ESLIFE Hospital ESENYURT,Private Hospital,"Battal Gazi Mah. Esen Cad. No:127 Kýraç, Esenyurt - ÝSTANBUL",+90 212 437 54 33,http://eslifehospital.com,,,,BATTALGAZÝ,41.03989532,28.65213283
1327,FATÝH,Medipol Üniversitesi Diþ Hospitalsi,Private Aðýz Diþ Saðlýðý Merkezleri,"Cibali Mahallesi, Atatürk Blv., 34083 Fatih/Ýstanbul",,,,,,CÝBALÝ,41.02163516,28.95965568
1336,GAZÝOSMANPAÞA,Private Avrasya Hospitalsi Gaziosmanpaþa,Private Hospital,"Fevzi Çakmak Mahallesi Hekimsuyu Cad. No:26/34, 34255 Küçükköy, Gaziosmanpaþa/Ýstanbul",0212 612 00 00,http://www.avrasyahospital.com.tr/,,,,FEVZÝ ÇAKMAK,41.0768061,28.90635096
1449,KARTAL,Kartal Cocuk Aðýz Ve Diþ Saðlýðý Merkezi,Aðýz ve Diþ Saðlýðý Merkezi,"Esentepe Mahallesi, Yaþar Doðu Caddesi, No: 13 Kartal / Ýstanbul",(0216) 517 00 15,https://www.kartal.bel.tr/tr/hizmetler/HizmetBinalari.aspx,,,,KARLIKTEPE,40.90121699,29.18913322
1823,KÜÇÜKÇEKMECE,Ýstanbul Küçükçekmece Aðýz ve Diþ Saðlýðý Merkezi,Aðýz ve Diþ Saðlýðý Merkezi,Söðütlüçeþme mah. Halkalý cad.  1.Kazýmkarabekir sk. No:22 Küçükçekmece/ÝSTANBUL,90 212 471 06 49,http://kucukcekmece.adsm.saglik.gov.tr/,,,,SÖÐÜTLÜ ÇEÞME,41.02206801,28.79038233
1823,KÜÇÜKÇEKMECE,Sefaköy Medipol Üniversitesi Hospitalsi,University Hospital,"Tevfik Bey Mahallesi, Maslak Çeþme Cd. No:30, 34295 Küçükçekmece/Ýstanbul",(0212) 912 25 25,,,,,TEVFÝKBEY,41.01490293,28.79794317
2012,MALTEPE,Fýndýklý Aðýz Ve Diþ Saðlýðý Polikliniði,Private Aðýz Diþ Saðlýðý Merkezleri,Fýndýklý Mah Atatürk Cad. No: 126 Maltepe / ÝSTANBUL,0 216 371 41 20,http://findiklidispoliklinigi.com/,,,,FINDIKLI,40.97123257,29.13765232
2012,MALTEPE,Private Mehmet Toprak Hospitalsi,Private Hospital, Cevizli Mah. Baðdat Cad. No:547 Maltepe / ÝSTANBUL,0 (216) 225 49 49,http://www.mehmettoprakhospital.com.tr/,,,,CEVÝZLÝ,40.91704335,29.14551716
2012,MALTEPE,Private Akdeniz Estetik Aðýz ve Diþ Saðlýðý Merkezi,Private Aðýz Diþ Saðlýðý Merkezleri,Baðdat Cad. Altayçeþme Mah. NO:287/291 Maltepe/Ýstanbul,(0216) 370 42 20,www.akdenizestetikdentalgroup.com,,,,ALTAYÇEÞME,40.93558332,29.12400894
2014,SULTANBEYLÝ,DünyaGöz Hospital Sultanbeyli,Göz Merkezi Private,"Hasanpaþa Mahallesi, Fatih Blv. No:41, 34920 Sultanbeyli/Ýstanbul",444 4 469,http://www.dunyagoz.com/tr,,,,HASANPAÞA,40.968583,29.25290814
2014,SULTANBEYLÝ,Sultanbeyli Public Hospital,Public Hospital,Paþaköy caddesi Battalgazi Mah. No:60 Sultanbeyli/ÝSTANBUL,,,,,,BATTALGAZÝ,40.9858456,29.28382438
